"origin","destination","distance","duration"
"B0FFK83QI3","B0FFI8WH5V",192.332,2.25
"B0FFK83QI3","B02000JJN1",218.068,2.56666666666667
"B0FFK83QI3","B02001C3PG",184.887,2.28333333333333
"B0FFK83QI3","B02000JJ21",212.788,2.55
"B0FFK83QI3","B0FFH0WGKS",227.975,2.63333333333333
"B0FFK83QI3","B0FFKZGWZ9",239.957,2.86666666666667
"B0FFK83QI3","B0FFGJ1NAK",204.508,2.51666666666667
"B0FFK83QI3","B02000JR6M",188.122,2.25
"B0FFK83QI3","B0FFGIBTXI",238.319,2.83333333333333
"B0FFK83QI3","B0FFHY6PN3",203.03,2.41666666666667
"B0FFK83QI3","B0FFHFSCFH",220.416,2.65
"B0FFK83QI3","B0IGCZC15I",247.351,2.8
"B0FFK83QI3","B0FFHD3E8G",211.506,2.46666666666667
"B0FFK83QI3","B0FFHC9CJ8",182.856,2.33333333333333
"B0FFK83QI3","B0FFH61OBO",240.218,2.75
"B0FFK83QI3","B0FFHNXOVT",254.948,2.88333333333333
"B0FFK83QI3","B0FFL37B6B",246.024,2.88333333333333
"B0FFK83QI3","B0FFF4JOKL",248.227,2.9
"B0FFK83QI3","B0I6TYMZJG",249.972,2.75
"B0FFK83QI3","B0IG9RDYYV",219.061,2.55
"B0FFK83QI3","B0FFLPWCQK",255.62,2.88333333333333
"B0FFK83QI3","B0FFFVN7JT",278.122,3.31666666666667
"B0FFK83QI3","B0FFHW4GZB",321.879,3.45
"B0FFK83QI3","B0FFLA9ZTX",304.503,4.21666666666667
"B0FFK83QI3","B023B15E6D",319.94,3.45
"B0FFK83QI3","B0FFKZT863",306.281,3.98333333333333
"B0FFK83QI3","B0FFHN6ZU2",271.293,3.26666666666667
"B0FFK83QI3","B0FFHOJIJ7",259.916,3.13333333333333
"B0FFK83QI3","B0FFK85V4K",257.062,3.46666666666667
"B0FFK83QI3","B0FFHD26K7",290.737,3.95
"B0FFK83QI3","B0G25CU48P",394.876,4.21666666666667
"B0FFK83QI3","B0FFMBV9V0",280.916,3.5
"B0FFK83QI3","B0GUBCOVO3",246.152,2.75
"B0FFK83QI3","B0H135MBEW",262.35,3.06666666666667
"B0FFK83QI3","B0FFHXOBD1",293.424,3.26666666666667
"B0FFK83QI3","B0FFL81IUU",301.06,3.26666666666667
"B0FFK83QI3","B0FFGQ8EH5",319.704,3.41666666666667
"B0FFK83QI3","B0HA6CDCW1",329.297,3.58333333333333
"B0FFK83QI3","B0FFKHC9PU",443.825,5.08333333333333
"B0FFK83QI3","B0G30DK65S",380.475,4.38333333333333
"B0FFK83QI3","B0FFG2I6S2",416.358,4.68333333333333
"B0FFK83QI3","B0FFKVXSFY",418.313,4.75
"B0FFK83QI3","B0FFK7XY6U",408.116,4.66666666666667
"B0FFK83QI3","B0FFFA8L2B",424.014,4.78333333333333
"B0FFK83QI3","B0HU55O3W8",360.468,4.7
"B0FFK83QI3","B023E12FTI",407.931,4.6
"B0FFK83QI3","B0FFM9VWFS",477.875,5.31666666666667
"B0FFK83QI3","B0FFI22X6S",421.168,4.7
"B0FFK83QI3","B0G2MKTPMP",271.674,3.05
"B0FFK83QI3","B00156GGDT",301.852,3.65
"B0FFK83QI3","B0FFGPRVIT",283.879,3.28333333333333
"B0FFK83QI3","B0FFJRVTYE",287.751,3.23333333333333
"B0FFK83QI3","B0FFJ1CPHP",261.395,3.06666666666667
"B0FFK83QI3","B00156ODDT",270.817,3.1
"B0FFK83QI3","B0FFG94S3Z",299.256,3.38333333333333
"B0FFK83QI3","B0FFLCF954",268.54,3.51666666666667
"B0FFK83QI3","B0FFFA2AO6",282.807,3.26666666666667
"B0FFK83QI3","B0FFKDRXE8",329.524,3.88333333333333
"B0FFK83QI3","B0FFH62FC9",296.443,3.4
"B0FFK83QI3","B0FFKSVI1S",302.828,3.53333333333333
"B0FFK83QI3","B0FFHHTBED",306.639,3.53333333333333
"B0FFK83QI3","B0FFH6WPC3",295.193,3.5
"B0FFK83QI3","B0FFHQJR9Q",283.692,3.21666666666667
"B0FFK83QI3","B0FFI9JCED",265.367,3.11666666666667
"B0FFK83QI3","B00156D6K6",305.937,3.55
"B0FFK83QI3","B0FFGO36Q6",310.971,3.63333333333333
"B0FFK83QI3","B0FFHLH9SB",83.149,1.25
"B0FFK83QI3","B0FFIS83Q7",71.478,1.01666666666667
"B0FFK83QI3","B0GUCU8FLD",49.947,0.866666666666667
"B0FFK83QI3","B0FFG2575E",62.375,1.01666666666667
"B0FFK83QI3","B0FFH3869T",45.472,0.816666666666667
"B0FFK83QI3","B0FFG0GSMW",205.966,2.71666666666667
"B0FFK83QI3","B0FFFRXR3L",206.37,2.73333333333333
"B0FFK83QI3","B0G3AZBRXL",93.219,1.2
"B0FFK83QI3","B020215DUP",112.9,1.46666666666667
"B0FFK83QI3","B0GKC6MA4E",90.359,1.46666666666667
"B0FFK83QI3","B0202173FW",60.619,1.1
"B0FFK83QI3","B0H1TCJ4IO",111.312,1.51666666666667
"B0FFK83QI3","B0FFF4HNKG",79.777,1.2
"B0FFK83QI3","B020216GML",98.989,1.33333333333333
"B0FFK83QI3","B0202150WR",82.474,1.2
"B0FFK83QI3","B0FFHDQ3SM",267.232,3.08333333333333
"B0FFK83QI3","B0GUVDW01P",309.176,3.56666666666667
"B0FFK83QI3","B023D040HU",272.539,3.45
"B0FFK83QI3","B0FFI2KAV3",264.318,3.11666666666667
"B0FFK83QI3","B0FFITCS2H",291.397,3.55
"B0FFK83QI3","B0HBXZQDWS",284.201,3.38333333333333
"B0FFK83QI3","B0HGFN3J8T",281.18,3.08333333333333
"B0FFK83QI3","B0FFJ01V55",277.459,3.3
"B0FFK83QI3","B0I60OAVXT",267,3.03333333333333
"B0FFK83QI3","B0FFKGBPOF",288.136,3.36666666666667
"B0FFK83QI3","B0FFHD6O3A",300.548,3.43333333333333
"B0FFK83QI3","B0FFJRXFMW",321.146,3.55
"B0FFK83QI3","B0FFLHS22C",271.427,3.13333333333333
"B0FFK83QI3","B0FFLO95L8",318.794,3.75
"B0FFK83QI3","B0FFLK4EPS",289.077,3.86666666666667
"B0FFK83QI3","B0FFL6KA9D",279.896,3.16666666666667
"B0FFK83QI3","B0FFH1UGLN",335.392,3.71666666666667
"B0FFK83QI3","B0FFK4YCJ8",339.034,4.46666666666667
"B0FFK83QI3","B0I675OYZQ",323.651,4.23333333333333
"B0FFK83QI3","B0FFG4GVOV",459.483,5.2
"B0FFK83QI3","B0GRRBHAKJ",479.7,5.63333333333333
"B0HDRHT0UU","B0FFK83QI3",43.137,0.95
"B0HDRHT0UU","B0FFL9Q85P",46.15,1
"B0HDRHT0UU","B0G0ZLYTOF",60.633,1.13333333333333
"B0HDRHT0UU","B0G1AO0IBH",92.79,1.48333333333333
"B0HDRHT0UU","B0FFH4SOJP",83.871,1.5
"B0HDRHT0UU","B0FFFRS0IH",65.118,1.3
"B0HDRHT0UU","B0FFLC9J93",42.638,1.03333333333333
"B0HDRHT0UU","B0G0NZW2VU",79.526,1.5
"B0HDRHT0UU","B0G13KYBJL",20.309,0.583333333333333
"B0HDRHT0UU","B00190CNHV",71.772,1.5
"B0HDRHT0UU","B0FFH1DRA5",46.488,0.9
"B0HDRHT0UU","B0FFL9CGXN",58.074,1.11666666666667
"B0HDRHT0UU","B0FFH70JG8",18.598,0.583333333333333
"B0HDRHT0UU","B0FFHXJXZR",146.948,1.95
"B0HDRHT0UU","B0FFF8Z69A",146.341,2.23333333333333
"B0HDRHT0UU","B0FFGYNGHQ",171.403,2.23333333333333
"B0HDRHT0UU","B0GUAXEBYM",176.547,2.28333333333333
"B0HDRHT0UU","B0FFHCRHH3",153.332,2.28333333333333
"B0HDRHT0UU","B0FFG9F43K",161.533,2.01666666666667
"B0HDRHT0UU","B0FFGTI293",128.738,1.68333333333333
"B0HDRHT0UU","B0FFHE4XO4",153.737,2.4
"B0HDRHT0UU","B0FFK4CQ2L",163.211,2.41666666666667
"B0HDRHT0UU","B0FFJONTQ7",136.079,1.88333333333333
"B0HDRHT0UU","B0FFHJD9U9",182.609,2.4
"B0HDRHT0UU","B0FFHF2VI7",196.035,2.8
"B0HDRHT0UU","B0FFK7ZQFN",205.421,2.56666666666667
"B0HDRHT0UU","B0FFFU612V",181.565,2.3
"B0HDRHT0UU","B0FFITJD3C",221.08,3.36666666666667
"B0HDRHT0UU","B0FFFTQ4U7",209.147,2.7
"B0HDRHT0UU","B01FE15XQH",170.574,2.61666666666667
"B0HDRHT0UU","B0FFL7OZ0J",213.289,2.85
"B0HDRHT0UU","B0FFGZQ43R",201.111,2.65
"B0HDRHT0UU","B01FE15UUN",223.934,2.76666666666667
"B0HDRHT0UU","B0FFJN8WFQ",213.073,2.78333333333333
"B0HDRHT0UU","B01FE0J0V7",181.448,2.41666666666667
"B0HDRHT0UU","B0FFHDQA5M",255.917,3.1
"B0HDRHT0UU","B0FFGAIWAV",280.092,3.4
"B0HDRHT0UU","B0GDDXZDXN",275.027,3.3
"B0HDRHT0UU","B0FFFOM198",227.777,2.93333333333333
"B0HDRHT0UU","B0FFI8WH5V",230.592,2.9
"B0HDRHT0UU","B02000JJN1",256.328,3.18333333333333
"B0HDRHT0UU","B02001C3PG",223.147,2.8
"B0HDRHT0UU","B02000JJ21",251.048,3.2
"B0HDRHT0UU","B0FFH0WGKS",266.235,3.3
"B0HDRHT0UU","B0FFKZGWZ9",278.217,3.4
"B0HDRHT0UU","B0FFGJ1NAK",242.768,3.05
"B0HDRHT0UU","B02000JR6M",226.382,2.88333333333333
"B0HDRHT0UU","B0FFGIBTXI",276.579,3.38333333333333
"B0HDRHT0UU","B0FFHY6PN3",241.29,2.93333333333333
"B0HDRHT0UU","B0FFHFSCFH",258.676,3.21666666666667
"B0HDRHT0UU","B0IGCZC15I",285.611,3.46666666666667
"B0HDRHT0UU","B0FFHD3E8G",249.766,3.13333333333333
"B0HDRHT0UU","B0FFHC9CJ8",221.116,2.96666666666667
"B0HDRHT0UU","B0FFH61OBO",278.478,3.4
"B0HDRHT0UU","B0FFHNXOVT",293.208,3.55
"B0HDRHT0UU","B0FFL37B6B",284.284,3.51666666666667
"B0HDRHT0UU","B0FFF4JOKL",286.487,3.55
"B0HDRHT0UU","B0I6TYMZJG",288.232,3.41666666666667
"B0HDRHT0UU","B0IG9RDYYV",257.321,3.18333333333333
"B0HDRHT0UU","B0FFLPWCQK",288.711,3.4
"B0HDRHT0UU","B0FFFVN7JT",311.213,3.85
"B0HDRHT0UU","B0FFHW4GZB",354.97,3.98333333333333
"B0HDRHT0UU","B0FFLA9ZTX",337.594,4.75
"B0HDRHT0UU","B023B15E6D",353.031,3.98333333333333
"B0HDRHT0UU","B0FFKZT863",339.372,4.61666666666667
"B0HDRHT0UU","B0FFHN6ZU2",304.384,3.75
"B0HDRHT0UU","B0FFHOJIJ7",293.007,3.63333333333333
"B0HDRHT0UU","B0FFK85V4K",290.153,4
"B0HDRHT0UU","B0FFHD26K7",323.828,4.51666666666667
"B0HDRHT0UU","B0G25CU48P",427.967,4.73333333333333
"B0HDRHT0UU","B0FFMBV9V0",314.007,4.03333333333333
"B0HDRHT0UU","B0GUBCOVO3",279.243,3.26666666666667
"B0HDRHT0UU","B0H135MBEW",295.441,3.68333333333333
"B0HDRHT0UU","B0FFHXOBD1",326.515,3.78333333333333
"B0HDRHT0UU","B0FFL81IUU",334.151,3.78333333333333
"B0HDRHT0UU","B0FFGQ8EH5",352.795,3.95
"B0HDRHT0UU","B0HA6CDCW1",362.388,4.1
"B0HDRHT0UU","B0FFKHC9PU",482.085,5.65
"B0HDRHT0UU","B0G30DK65S",418.735,4.96666666666667
"B0HDRHT0UU","B0FFG2I6S2",454.618,5.26666666666667
"B0HDRHT0UU","B0FFKVXSFY",456.573,5.33333333333333
"B0HDRHT0UU","B0FFK7XY6U",446.376,5.23333333333333
"B0HDRHT0UU","B0FFFA8L2B",462.274,5.36666666666667
"B0HDRHT0UU","B0HU55O3W8",398.728,5.3
"B0HDRHT0UU","B023E12FTI",446.191,5.18333333333333
"B0HDRHT0UU","B0FFM9VWFS",516.135,5.9
"B0HDRHT0UU","B0FFI22X6S",459.428,5.28333333333333
"B0HDRHT0UU","B0G2MKTPMP",309.934,3.7
"B0HDRHT0UU","B00156GGDT",340.112,4.36666666666667
"B0HDRHT0UU","B0FFGPRVIT",322.139,3.91666666666667
"B0HDRHT0UU","B0FFJRVTYE",326.011,3.88333333333333
"B0HDRHT0UU","B0FFJ1CPHP",299.655,3.6
"B0HDRHT0UU","B00156ODDT",309.077,3.75
"B0HDRHT0UU","B0FFG94S3Z",337.516,4.05
"B0HDRHT0UU","B0FFLCF954",306.8,4.01666666666667
"B0HDRHT0UU","B0FFFA2AO6",321.067,3.91666666666667
"B0HDRHT0UU","B0FFKDRXE8",367.784,4.51666666666667
"B0HDRHT0UU","B0FFH62FC9",334.703,4.05
"B0HDRHT0UU","B0FFKSVI1S",341.088,4.15
"B0HDRHT0UU","B0FFHHTBED",344.899,4.3
"B0HDRHT0UU","B0FFH6WPC3",333.453,4.13333333333333
"B0HDRHT0UU","B0FFHQJR9Q",321.952,3.86666666666667
"B0HDRHT0UU","B0FFI9JCED",303.627,3.75
"B0HDRHT0UU","B00156D6K6",344.197,4.31666666666667
"B0HDRHT0UU","B0FFGO36Q6",349.231,4.26666666666667
"B0HDRHT0UU","B0FFHLH9SB",121.409,1.85
"B0HDRHT0UU","B0FFIS83Q7",109.738,1.61666666666667
"B0HDRHT0UU","B0GUCU8FLD",70.353,1.31666666666667
"B0HDRHT0UU","B0FFG2575E",100.635,1.58333333333333
"B0HDRHT0UU","B0FFH3869T",93.307,1.55
"B0HDRHT0UU","B0FFG0GSMW",184.922,2.6
"B0HDRHT0UU","B0FFFRXR3L",185.326,2.61666666666667
"B0HDRHT0UU","B0G3AZBRXL",89.372,1.3
"B0HDRHT0UU","B020215DUP",109.053,1.51666666666667
"B0HDRHT0UU","B0GKC6MA4E",86.512,1.48333333333333
"B0HDRHT0UU","B0202173FW",62.298,1.2
"B0HDRHT0UU","B0H1TCJ4IO",107.465,1.56666666666667
"B0HDRHT0UU","B0FFF4HNKG",89.974,1.48333333333333
"B0HDRHT0UU","B020216GML",95.142,1.36666666666667
"B0HDRHT0UU","B0202150WR",92.671,1.48333333333333
"B0HDRHT0UU","B0FFHDQ3SM",305.492,3.71666666666667
"B0HDRHT0UU","B0GUVDW01P",350.913,4.2
"B0HDRHT0UU","B023D040HU",310.799,4.06666666666667
"B0HDRHT0UU","B0FFI2KAV3",297.409,3.63333333333333
"B0HDRHT0UU","B0FFITCS2H",324.488,4.15
"B0HDRHT0UU","B0HBXZQDWS",322.461,4.03333333333333
"B0HDRHT0UU","B0HGFN3J8T",319.44,3.73333333333333
"B0HDRHT0UU","B0FFJ01V55",310.55,3.81666666666667
"B0HDRHT0UU","B0I60OAVXT",305.26,3.68333333333333
"B0HDRHT0UU","B0FFKGBPOF",326.396,3.93333333333333
"B0HDRHT0UU","B0FFHD6O3A",338.808,4.03333333333333
"B0HDRHT0UU","B0FFJRXFMW",359.406,4.2
"B0HDRHT0UU","B0FFLHS22C",309.687,3.76666666666667
"B0HDRHT0UU","B0FFLO95L8",357.054,4.33333333333333
"B0HDRHT0UU","B0FFLK4EPS",322.168,4.4
"B0HDRHT0UU","B0FFL6KA9D",318.156,3.81666666666667
"B0HDRHT0UU","B0FFH1UGLN",373.652,4.36666666666667
"B0HDRHT0UU","B0FFK4YCJ8",372.125,5.1
"B0HDRHT0UU","B0I675OYZQ",356.742,4.86666666666667
"B0HDRHT0UU","B0FFG4GVOV",497.743,5.75
"B0HDRHT0UU","B0GRRBHAKJ",517.96,6.21666666666667
"B0FFL9Q85P","B0FFK83QI3",13.529,0.433333333333333
"B0FFL9Q85P","B0HDRHT0UU",47.241,0.883333333333333
"B0FFL9Q85P","B0G0ZLYTOF",42.735,1.33333333333333
"B0FFL9Q85P","B0G1AO0IBH",49.266,0.85
"B0FFL9Q85P","B0FFH4SOJP",41.753,0.766666666666667
"B0FFL9Q85P","B0FFFRS0IH",19.326,0.65
"B0FFL9Q85P","B0FFLC9J93",46.361,1.05
"B0FFL9Q85P","B0G0NZW2VU",40.663,1.21666666666667
"B0FFL9Q85P","B0G13KYBJL",43.701,0.816666666666667
"B0FFL9Q85P","B00190CNHV",32.909,1.11666666666667
"B0FFL9Q85P","B0FFH1DRA5",28.59,1.08333333333333
"B0FFL9Q85P","B0FFL9CGXN",40.176,1.31666666666667
"B0FFL9Q85P","B0FFH70JG8",27.175,0.6
"B0FFL9Q85P","B0FFHXJXZR",103.424,1.35
"B0FFL9Q85P","B0FFF8Z69A",118.896,1.8
"B0FFL9Q85P","B0FFGYNGHQ",132.812,1.7
"B0FFL9Q85P","B0GUAXEBYM",138.009,1.76666666666667
"B0FFL9Q85P","B0FFHCRHH3",125.887,1.88333333333333
"B0FFL9Q85P","B0FFG9F43K",134.088,1.61666666666667
"B0FFL9Q85P","B0FFGTI293",101.293,1.28333333333333
"B0FFL9Q85P","B0FFHE4XO4",126.292,1.98333333333333
"B0FFL9Q85P","B0FFK4CQ2L",135.766,2.03333333333333
"B0FFL9Q85P","B0FFJONTQ7",108.634,1.5
"B0FFL9Q85P","B0FFHJD9U9",155.164,2
"B0FFL9Q85P","B0FFHF2VI7",168.59,2.35
"B0FFL9Q85P","B0FFK7ZQFN",177.976,2.18333333333333
"B0FFL9Q85P","B0FFFU612V",154.12,1.91666666666667
"B0FFL9Q85P","B0FFITJD3C",193.635,2.98333333333333
"B0FFL9Q85P","B0FFFTQ4U7",181.702,2.35
"B0FFL9Q85P","B01FE15XQH",143.129,2.2
"B0FFL9Q85P","B0FFL7OZ0J",185.844,2.4
"B0FFL9Q85P","B0FFGZQ43R",173.666,2.2
"B0FFL9Q85P","B01FE15UUN",196.489,2.38333333333333
"B0FFL9Q85P","B0FFJN8WFQ",187.811,2.31666666666667
"B0FFL9Q85P","B01FE0J0V7",154.003,2.06666666666667
"B0FFL9Q85P","B0FFHDQA5M",228.472,2.73333333333333
"B0FFL9Q85P","B0FFGAIWAV",252.647,2.95
"B0FFL9Q85P","B0GDDXZDXN",247.216,2.65
"B0FFL9Q85P","B0FFFOM198",193.788,2.4
"B0FFL9Q85P","B0FFI8WH5V",203.147,2.46666666666667
"B0FFL9Q85P","B02000JJN1",228.883,2.78333333333333
"B0FFL9Q85P","B02001C3PG",195.702,2.43333333333333
"B0FFL9Q85P","B02000JJ21",223.603,2.73333333333333
"B0FFL9Q85P","B0FFH0WGKS",238.79,2.83333333333333
"B0FFL9Q85P","B0FFKZGWZ9",250.772,3.03333333333333
"B0FFL9Q85P","B0FFGJ1NAK",215.323,2.68333333333333
"B0FFL9Q85P","B02000JR6M",198.937,2.45
"B0FFL9Q85P","B0FFGIBTXI",249.134,3.01666666666667
"B0FFL9Q85P","B0FFHY6PN3",213.845,2.58333333333333
"B0FFL9Q85P","B0FFHFSCFH",231.231,2.8
"B0FFL9Q85P","B0IGCZC15I",247.73,2.71666666666667
"B0FFL9Q85P","B0FFHD3E8G",219.893,2.61666666666667
"B0FFL9Q85P","B0FFHC9CJ8",193.671,2.51666666666667
"B0FFL9Q85P","B0FFH61OBO",251.033,2.95
"B0FFL9Q85P","B0FFHNXOVT",265.763,3.11666666666667
"B0FFL9Q85P","B0FFL37B6B",256.839,3.08333333333333
"B0FFL9Q85P","B0FFF4JOKL",259.042,3.08333333333333
"B0FFL9Q85P","B0I6TYMZJG",269.776,2.86666666666667
"B0FFL9Q85P","B0IG9RDYYV",229.876,2.75
"B0FFL9Q85P","B0FFLPWCQK",245.187,2.78333333333333
"B0FFL9Q85P","B0FFFVN7JT",267.689,3.25
"B0FFL9Q85P","B0FFHW4GZB",311.446,3.35
"B0FFL9Q85P","B0FFLA9ZTX",294.07,4.13333333333333
"B0FFL9Q85P","B023B15E6D",309.507,3.35
"B0FFL9Q85P","B0FFKZT863",295.848,3.9
"B0FFL9Q85P","B0FFHN6ZU2",260.86,3.18333333333333
"B0FFL9Q85P","B0FFHOJIJ7",249.483,3.03333333333333
"B0FFL9Q85P","B0FFK85V4K",246.629,3.35
"B0FFL9Q85P","B0FFHD26K7",280.304,3.86666666666667
"B0FFL9Q85P","B0G25CU48P",384.443,4.11666666666667
"B0FFL9Q85P","B0FFMBV9V0",270.483,3.41666666666667
"B0FFL9Q85P","B0GUBCOVO3",235.719,2.65
"B0FFL9Q85P","B0H135MBEW",251.917,3.05
"B0FFL9Q85P","B0FFHXOBD1",282.991,3.16666666666667
"B0FFL9Q85P","B0FFL81IUU",290.627,3.15
"B0FFL9Q85P","B0FFGQ8EH5",309.271,3.31666666666667
"B0FFL9Q85P","B0HA6CDCW1",318.864,3.48333333333333
"B0FFL9Q85P","B0FFKHC9PU",448.888,5.51666666666667
"B0FFL9Q85P","B0G30DK65S",393.04,4.45
"B0FFL9Q85P","B0FFG2I6S2",416.225,5.03333333333333
"B0FFL9Q85P","B0FFKVXSFY",418.436,5.11666666666667
"B0FFL9Q85P","B0FFK7XY6U",416.369,5.1
"B0FFL9Q85P","B0FFFA8L2B",432.267,5.23333333333333
"B0FFL9Q85P","B0HU55O3W8",386.138,4.9
"B0FFL9Q85P","B023E12FTI",408.054,4.96666666666667
"B0FFL9Q85P","B0FFM9VWFS",477.998,5.68333333333333
"B0FFL9Q85P","B0FFI22X6S",421.035,5.05
"B0FFL9Q85P","B0G2MKTPMP",282.489,3.3
"B0FFL9Q85P","B00156GGDT",312.667,3.85
"B0FFL9Q85P","B0FFGPRVIT",294.694,3.5
"B0FFL9Q85P","B0FFJRVTYE",298.566,3.48333333333333
"B0FFL9Q85P","B0FFJ1CPHP",272.21,3.25
"B0FFL9Q85P","B00156ODDT",281.632,3.35
"B0FFL9Q85P","B0FFG94S3Z",310.071,3.65
"B0FFL9Q85P","B0FFLCF954",279.355,3.68333333333333
"B0FFL9Q85P","B0FFFA2AO6",293.622,3.51666666666667
"B0FFL9Q85P","B0FFKDRXE8",340.339,4.15
"B0FFL9Q85P","B0FFH62FC9",307.258,3.65
"B0FFL9Q85P","B0FFKSVI1S",313.643,3.78333333333333
"B0FFL9Q85P","B0FFHHTBED",317.454,3.75
"B0FFL9Q85P","B0FFH6WPC3",307.686,3.58333333333333
"B0FFL9Q85P","B0FFHQJR9Q",294.507,3.48333333333333
"B0FFL9Q85P","B0FFI9JCED",276.182,3.36666666666667
"B0FFL9Q85P","B00156D6K6",316.752,3.78333333333333
"B0FFL9Q85P","B0FFGO36Q6",321.786,3.88333333333333
"B0FFL9Q85P","B0FFHLH9SB",93.964,1.5
"B0FFL9Q85P","B0FFIS83Q7",82.293,1.23333333333333
"B0FFL9Q85P","B0GUCU8FLD",52.455,1.48333333333333
"B0FFL9Q85P","B0FFG2575E",73.19,1.23333333333333
"B0FFL9Q85P","B0FFH3869T",65.862,1.2
"B0FFL9Q85P","B0FFG0GSMW",210.563,2.85
"B0FFL9Q85P","B0FFFRXR3L",210.967,2.86666666666667
"B0FFL9Q85P","B0G3AZBRXL",97.816,1.33333333333333
"B0FFL9Q85P","B020215DUP",117.497,1.58333333333333
"B0FFL9Q85P","B0GKC6MA4E",94.956,1.48333333333333
"B0FFL9Q85P","B0202173FW",65.216,1.23333333333333
"B0FFL9Q85P","B0H1TCJ4IO",115.909,1.63333333333333
"B0FFL9Q85P","B0FFF4HNKG",90.592,1.33333333333333
"B0FFL9Q85P","B020216GML",103.586,1.43333333333333
"B0FFL9Q85P","B0202150WR",93.289,1.33333333333333
"B0FFL9Q85P","B0FFHDQ3SM",260.92,3.1
"B0FFL9Q85P","B0GUVDW01P",307.389,3.51666666666667
"B0FFL9Q85P","B023D040HU",276.461,3.46666666666667
"B0FFL9Q85P","B0FFI2KAV3",253.885,3.03333333333333
"B0FFL9Q85P","B0FFITCS2H",280.964,3.46666666666667
"B0FFL9Q85P","B0HBXZQDWS",298.785,3.41666666666667
"B0FFL9Q85P","B0HGFN3J8T",285.102,3.11666666666667
"B0FFL9Q85P","B0FFJ01V55",267.026,3.21666666666667
"B0FFL9Q85P","B0I60OAVXT",270.689,3.03333333333333
"B0FFL9Q85P","B0FFKGBPOF",300.701,3.45
"B0FFL9Q85P","B0FFHD6O3A",313.113,3.53333333333333
"B0FFL9Q85P","B0FFJRXFMW",325.068,3.58333333333333
"B0FFL9Q85P","B0FFLHS22C",283.92,3.21666666666667
"B0FFL9Q85P","B0FFLO95L8",326.42,3.68333333333333
"B0FFL9Q85P","B0FFLK4EPS",278.644,3.78333333333333
"B0FFL9Q85P","B0FFL6KA9D",283.818,3.21666666666667
"B0FFL9Q85P","B0FFH1UGLN",339.314,3.76666666666667
"B0FFL9Q85P","B0FFK4YCJ8",328.601,4.38333333333333
"B0FFL9Q85P","B0I675OYZQ",313.218,4.15
"B0FFL9Q85P","B0FFG4GVOV",467.736,5.63333333333333
"B0FFL9Q85P","B0GRRBHAKJ",487.953,6.08333333333333
"B0G0ZLYTOF","B0FFK83QI3",30.008,0.733333333333333
"B0G0ZLYTOF","B0HDRHT0UU",60.989,1.05
"B0G0ZLYTOF","B0FFL9Q85P",42.046,1.01666666666667
"B0G0ZLYTOF","B0G1AO0IBH",86.284,1.21666666666667
